iter	M_lnTg(1)	M_lnUGT_VmaxC(1)	M_lnUGT_Km(1)	M_lnSULT_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnVmax_AS(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AS(1)	M_lnCLC_AG(1)	Var_lnfa(1)	Var_lnkSG_Vm(1)	Var_lnkSG_Km(1)	Var_lnTg(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AS(1)	Var_lnCLC_AG(1)	Var_lnkGA(1)	Var_lnkPAPS(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnkPAPS_syn(1)	Var_lnVmax_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	Verr_lnCU_APAP_mcg_samp(1)	Verr_lnCU_AG_mcg_samp(1)	Verr_lnCU_AS_mcg_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnCLC_APAP(1.1)	lnCLC_AS(1.1)	lnSULT_VmaxC(1.1)	lnCLC_AG(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnkPAPS_syn(1.1)	lnVmax_AS(1.1)	lnTg(1.1.1)	lnSULT_Km_apap(1.1.1)	lnCLC_APAP(1.1.1)	lnCLC_AS(1.1.1)	lnSULT_VmaxC(1.1.1)	lnCLC_AG(1.1.1)	lnUGT_Km(1.1.1)	lnUGT_VmaxC(1.1.1)	lnkPAPS_syn(1.1.1)	lnVmax_AS(1.1.1)	lnTg(1.1.2)	lnSULT_Km_apap(1.1.2)	lnCLC_APAP(1.1.2)	lnCLC_AS(1.1.2)	lnSULT_VmaxC(1.1.2)	lnCLC_AG(1.1.2)	lnUGT_Km(1.1.2)	lnUGT_VmaxC(1.1.2)	lnkPAPS_syn(1.1.2)	lnVmax_AS(1.1.2)	lnTg(1.1.3)	lnSULT_Km_apap(1.1.3)	lnCLC_APAP(1.1.3)	lnCLC_AS(1.1.3)	lnSULT_VmaxC(1.1.3)	lnCLC_AG(1.1.3)	lnUGT_Km(1.1.3)	lnUGT_VmaxC(1.1.3)	lnkPAPS_syn(1.1.3)	lnVmax_AS(1.1.3)	lnTg(1.1.4)	lnSULT_Km_apap(1.1.4)	lnCLC_APAP(1.1.4)	lnCLC_AS(1.1.4)	lnSULT_VmaxC(1.1.4)	lnCLC_AG(1.1.4)	lnUGT_Km(1.1.4)	lnUGT_VmaxC(1.1.4)	lnkPAPS_syn(1.1.4)	lnVmax_AS(1.1.4)	lnTg(1.1.5)	lnSULT_Km_apap(1.1.5)	lnCLC_APAP(1.1.5)	lnCLC_AS(1.1.5)	lnSULT_VmaxC(1.1.5)	lnCLC_AG(1.1.5)	lnUGT_Km(1.1.5)	lnUGT_VmaxC(1.1.5)	lnkPAPS_syn(1.1.5)	lnVmax_AS(1.1.5)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnCLC_APAP(1.2)	lnCLC_AS(1.2)	lnSULT_VmaxC(1.2)	lnCLC_AG(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnkPAPS_syn(1.2)	lnVmax_AS(1.2)	lnTg(1.2.1)	lnSULT_Km_apap(1.2.1)	lnCLC_APAP(1.2.1)	lnCLC_AS(1.2.1)	lnSULT_VmaxC(1.2.1)	lnCLC_AG(1.2.1)	lnUGT_Km(1.2.1)	lnUGT_VmaxC(1.2.1)	lnkPAPS_syn(1.2.1)	lnVmax_AS(1.2.1)	lnTg(1.2.2)	lnSULT_Km_apap(1.2.2)	lnCLC_APAP(1.2.2)	lnCLC_AS(1.2.2)	lnSULT_VmaxC(1.2.2)	lnCLC_AG(1.2.2)	lnUGT_Km(1.2.2)	lnUGT_VmaxC(1.2.2)	lnkPAPS_syn(1.2.2)	lnVmax_AS(1.2.2)	lnTg(1.2.3)	lnSULT_Km_apap(1.2.3)	lnCLC_APAP(1.2.3)	lnCLC_AS(1.2.3)	lnSULT_VmaxC(1.2.3)	lnCLC_AG(1.2.3)	lnUGT_Km(1.2.3)	lnUGT_VmaxC(1.2.3)	lnkPAPS_syn(1.2.3)	lnVmax_AS(1.2.3)	lnTg(1.2.4)	lnSULT_Km_apap(1.2.4)	lnCLC_APAP(1.2.4)	lnCLC_AS(1.2.4)	lnSULT_VmaxC(1.2.4)	lnCLC_AG(1.2.4)	lnUGT_Km(1.2.4)	lnUGT_VmaxC(1.2.4)	lnkPAPS_syn(1.2.4)	lnVmax_AS(1.2.4)	lnTg(1.2.5)	lnSULT_Km_apap(1.2.5)	lnCLC_APAP(1.2.5)	lnCLC_AS(1.2.5)	lnSULT_VmaxC(1.2.5)	lnCLC_AG(1.2.5)	lnUGT_Km(1.2.5)	lnUGT_VmaxC(1.2.5)	lnkPAPS_syn(1.2.5)	lnVmax_AS(1.2.5)	LnPrior	LnData	LnPosterior
4700	-2.33393	9.09505	7.74517	6.6891	4.80957	17.8022	0.686906	-4.57714	-5.7338	-5.51843	0.434584	0.15108	0.0988369	0.0601875	6.35819	1.58527	2.26936	0.142582	0.232824	0.11076	0.535838	0.0888121	5.81499	0.0761437	0.205413	0.499774	0.499914	0.499632	0.498947	0.499331	0.497678	-2.45597	4.58044	-5.79664	-5.51295	4.86073	-5.45368	8.22356	7.82835	3.0542	18.0375	-2.34354	4.69176	-5.36119	-5.95259	6.56757	-5.35037	7.70991	8.43412	3.04618	18.3021	-2.49741	4.82484	-1.38624	-1.73268	5.95182	-1.3414	8.06377	9.15384	3.00899	18.1867	-2.32058	4.54773	-5.90742	-5.80714	4.74652	-5.20223	8.26158	8.70087	3.47114	17.2404	-2.47084	4.81628	-5.74546	-5.84054	0.292562	-5.55772	8.35476	5.75857	3.54586	18.2876	-2.43901	4.46214	-5.25845	-5.89122	5.00461	-5.51371	7.74907	8.33983	3.02488	18.0725	-2.35888	4.91185	-5.72636	-5.97632	7.30151	-5.31769	7.89877	8.40654	3.09281	17.6125	-2.43281	4.80667	-4.17018	-4.65757	5.3485	-4.31319	8.35943	8.85116	3.04142	18.0556	-2.35879	4.92691	-5.44229	-5.3324	5.58531	-5.93189	8.5686	9.14238	3.56195	17.5486	-2.47287	4.95584	-5.09072	-4.74865	5.3275	-5.61671	8.18841	8.88348	3.16184	17.7281	-2.47786	5.24388	-1.91817	-5.00189	2.27817	-2.38797	7.76652	8.71198	3.39053	17.3657	-2.48714	4.77601	-5.68991	-5.75534	5.33775	-4.91428	7.73117	8.46181	3.32251	18.2101	inf	-7.240913e+03	inf
4710	-2.23979	9.32167	7.64881	5.95167	4.75851	17.646	0.686906	-5.51963	-5.1891	-5.7365	0.15603	0.537794	0.155381	0.0708987	2.72998	1.76162	1.77331	0.239041	0.0810072	0.179393	1.62827	0.0537082	1.7559	0.0761437	0.128657	0.499935	0.499997	0.498996	0.498683	0.499074	0.499025	-2.30578	4.63876	-4.74913	-4.59766	4.3464	-5.70134	7.7501	7.69558	3.0542	18.1136	-2.27606	4.55391	-5.7674	-5.78633	5.9707	-5.89766	7.99721	8.61762	3.04618	17.6945	-2.49185	4.74085	-1.42917	-1.73312	5.83806	-1.51038	8.12224	9.15856	3.36766	18.2398	-2.44234	4.64741	-5.16089	-5.66018	5.09054	-5.1137	8.18384	8.72428	3.10707	17.8595	-2.49416	4.85224	-5.20697	-4.33238	1.10406	-4.62453	8.34201	5.05092	3.68635	18.06	-2.4918	4.84157	-5.63097	-5.33506	5.39775	-5.52372	7.61888	8.30041	3.2503	18.0577	-2.41139	4.85634	-4.67242	-5.58434	6.23805	-4.9309	7.64738	7.81291	3.09281	17.6255	-2.47394	5.11284	-3.35864	-4.38667	5.32306	-4.32699	8.45834	8.9392	3.04409	17.0127	-2.31385	5.23209	-5.78421	-5.99295	5.94845	-5.23846	8.39021	9.16656	3.35092	16.5352	-2.40334	4.90214	-5.24828	-5.31792	5.21577	-5.42918	7.94519	8.45026	3.35912	17.3304	-2.45537	4.7684	-2.0851	-5.51833	1.0717	-2.59876	7.68156	8.60821	3.15666	17.4358	-2.49168	4.54903	-5.15519	-5.91603	5.2721	-5.28162	7.7131	8.58062	3.3188	18.1629	inf	-7.236581e+03	inf
4720	-2.3413	8.04922	7.89004	1.1235	4.78147	17.9644	0.686906	-4.25182	-5.85206	-5.50832	0.26851	0.107507	0.193004	0.0668194	2.62613	0.941454	1.39406	0.251177	0.187186	0.147904	0.868808	0.0696222	4.45714	0.0761437	0.163306	0.499721	0.499886	0.499584	0.498172	0.499124	0.497842	-2.4723	4.51008	-4.95918	-5.72032	3.48681	-5.49863	8.05168	8.19429	3.0542	18.1114	-2.38879	4.48282	-4.5939	-5.60655	5.85813	-5.65661	8.10231	8.42494	3.0626	17.4333	-2.47286	4.61488	-1.72856	-1.78866	5.71295	-1.56445	8.0179	9.0823	3.02136	18.6122	-2.46736	4.75759	-5.80323	-5.75888	5.14916	-5.99314	8.35545	8.95148	3.13169	18.5062	-2.49416	4.57771	-5.71732	-4.42582	0.588786	-4.0702	8.74376	5.87095	3.53299	17.7403	-2.47173	4.87461	-5.32215	-5.7319	5.33941	-5.87267	8.14752	8.60143	3.32464	18.2072	-2.4138	4.85997	-4.98252	-5.95403	3.23686	-5.55357	7.75221	8.10002	3.09281	17.627	-2.47461	4.94443	-3.77505	-4.65564	5.36288	-4.70579	8.3611	8.81094	3.01562	17.0619	-2.48409	4.79789	-5.08958	-5.89693	5.41414	-5.65197	8.30965	8.88041	3.20113	17.2977	-2.47984	4.67999	-5.65899	-5.97893	4.73224	-5.96987	8.32313	8.7097	3.26072	17.7201	-2.49094	4.62301	-1.95763	-5.99574	0.136087	-2.47675	7.64603	8.6395	3.16207	17.5785	-2.48762	4.6564	-4.16084	-5.21966	5.21769	-5.1983	7.67689	8.56835	3.2808	17.1562	inf	-7.232009e+03	inf
4730	-2.20865	7.28126	8.03051	1.15501	4.57516	17.5543	0.686906	-5.42968	-5.72971	-4.19145	0.216718	0.132081	0.170105	0.0575083	1.43239	1.45212	3.31578	0.303799	0.153693	0.229666	0.401154	0.0696222	5.55826	0.0761437	0.120258	0.499935	0.499918	0.499506	0.499008	0.499299	0.49785	-2.49903	4.74615	-5.19665	-5.18594	3.75936	-2.89104	7.62796	8.19429	3.0542	17.9725	-2.48525	4.80163	-5.82746	-4.73137	5.52809	-5.81205	7.61749	8.29219	3.37796	18.4054	-2.48715	4.66393	-1.481	-1.57121	5.65655	-1.43475	8.03279	9.09419	3.35663	18.4052	-2.43466	4.84052	-5.44175	-5.60653	5.25919	-4.48826	8.09988	8.86793	3.15768	17.5905	-2.49862	5.03299	-5.69109	-3.21767	0.543992	-0.730703	8.64379	6.24967	3.35797	18.4166	-2.47173	4.76933	-5.23502	-5.99075	5.20477	-5.88197	7.87527	8.40432	3.2219	18.2081	-2.41006	4.73356	-4.70932	-5.48831	1.74644	-4.95165	7.63654	8.35585	3.09281	17.8438	-2.46297	4.63665	-4.19377	-5.34121	4.8032	-4.16991	8.21191	8.62322	3.24528	18.1797	-2.49482	4.73974	-5.66764	-4.68138	5.42335	-4.49417	8.40438	8.99966	3.07955	17.4627	-2.45495	4.63733	-5.43973	-5.56492	5.07378	-5.10285	8.348	8.76154	3.13534	17.9387	-2.39451	4.77163	-2.27009	-5.37077	0.291984	-2.12403	8.0094	8.84689	3.04678	17.7068	-2.41495	4.78562	-4.77259	-5.41773	5.41322	-4.67934	7.93267	8.61841	3.28907	18.1448	inf	-7.241128e+03	inf
4740	-2.46755	9.35747	8.14507	3.12343	4.66577	18.0643	0.686906	-3.20724	-5.36214	-5.34835	0.106775	0.0635148	0.170105	0.0193681	4.68608	1.85635	1.76206	0.0859691	0.0769231	0.152863	0.815298	0.0654342	7.48012	0.0761437	0.134493	0.499955	0.499853	0.499466	0.499181	0.49886	0.499981	-2.46901	4.71935	-3.15094	-4.3132	5.52268	-5.52459	7.92959	8.02875	3.0542	18.7647	-2.44949	5.19583	-5.20706	-5.81027	5.92511	-5.94251	8.07336	8.61237	3.22437	18.3682	-2.46056	4.92215	-1.73436	-1.65074	6.13616	-1.54193	7.90305	9.03529	3.08149	19.31	-2.49441	4.75586	-4.13497	-5.40274	5.02918	-5.89628	7.99713	8.5595	3.19961	18.4332	-2.45772	4.84259	-4.70762	-2.54224	0.822767	-4.72431	7.96011	5.13496	3.26267	18.7121	-2.47173	4.81321	-5.75875	-5.87093	5.24088	-5.09453	7.90737	8.27259	3.00091	18.2557	-2.49446	4.8049	-4.17458	-5.40316	4.19522	-5.21711	8.18323	9.26533	3.09281	17.7569	-2.47395	4.86435	-4.03651	-4.49582	5.05219	-4.77775	8.41947	8.79811	3.50627	17.9383	-2.49361	4.73994	-5.76423	-5.27906	5.21416	-5.692	8.95346	9.45262	3.28219	17.383	-2.42026	4.84934	-5.49132	-5.97213	5.10753	-5.73321	8.07054	8.36911	3.0453	17.9105	-2.47142	4.80382	-2.09754	-5.0377	0.479787	-1.96827	7.95527	8.84689	3.07519	17.6899	-2.43638	4.63956	-5.39345	-5.61711	5.41097	-5.60515	7.78287	8.52501	3.06637	17.5838	inf	-7.233917e+03	inf
4750	-2.46755	9.30552	8.1341	6.0279	4.8976	18.1394	0.686906	-2.28852	-5.68233	-5.37466	0.100467	0.930611	0.420134	0.0619318	6.94885	3.13562	8.11144	0.195445	0.0736672	0.177192	2.03992	0.0359114	2.76478	0.0761437	0.134493	0.499955	0.499716	0.499903	0.498069	0.499494	0.498567	-2.46274	4.57666	-5.51772	-4.39731	4.96203	-5.70774	8.0081	8.50013	3.0542	18.8714	-2.45048	4.5384	-5.85959	-5.11601	6.34935	-5.86206	8.08049	8.90523	3.00195	19.5546	-2.49961	4.8149	-1.27022	-1.73684	5.79684	-1.42312	8.04382	9.14887	3.3279	18.3175	-2.48519	4.61836	-5.2148	-4.89415	5.26651	-4.77556	8.21023	8.97147	3.10777	19.7381	-2.49777	4.79783	-4.96433	-2.19743	0.903272	-3.47761	8.55097	5.18473	3.03634	18.9627	-2.49506	4.53059	-4.85372	-5.10401	5.1041	-5.21312	7.69817	8.36506	3.27573	18.1826	-2.47983	4.75085	-1.91258	-5.06545	5.71265	-4.85755	8.02492	7.97542	3.09281	17.8372	-2.49562	5.04374	-3.62488	-4.70639	5.42491	-4.59073	8.19581	8.75604	3.06915	17.7812	-2.49409	4.82971	-5.57003	-5.69835	5.21416	-4.72026	8.68961	9.33304	3.54826	17.6562	-2.44735	4.64341	-5.09108	-4.99834	5.12803	-5.48429	7.65243	7.93024	3.29446	17.6502	-2.4474	4.59512	-1.89979	-4.97879	1.14054	-2.35103	7.87621	8.9208	3.16978	18.2964	-2.48331	4.67534	-5.33097	-5.15766	5.49905	-4.54949	7.7137	8.49536	3.06487	17.8185	inf	-7.238430e+03	inf
4760	-2.38823	7.54592	8.3832	3.36134	4.67212	18.0557	0.686906	-5.22963	-4.97944	-5.81599	0.0921819	0.36117	0.292298	0.0379655	1.57394	1.28939	1.66687	1.25453	0.0558345	0.127288	0.607874	0.0570728	4.73073	0.0761437	0.284772	0.499968	0.499202	0.499618	0.497421	0.499502	0.498126	-2.4561	4.64438	-4.56512	-4.70755	3.09205	-5.05047	8.11698	8.20428	3.0542	18.5182	-2.4876	4.71263	-5.25165	-5.40041	6.12262	-5.72551	8.13318	8.81576	3.19693	19.246	-2.48715	4.81467	-1.55838	-1.68589	5.85528	-1.40795	7.83733	8.98998	3.49149	18.5351	-2.46386	4.93851	-5.63101	-5.75203	5.53398	-4.87132	8.11181	8.70765	3.32153	17.2056	-2.47121	4.68588	-4.29471	-2.16605	0.586359	-5.16632	8.53434	6.50369	3.45977	17.7048	-2.49351	4.42584	-4.60643	-5.31902	4.86827	-5.3047	8.03572	8.54349	3.11108	18.6146	-2.48987	4.6761	-5.01523	-4.05684	5.93668	-4.48893	8.05775	7.84627	3.09281	17.5111	-2.29392	4.83237	-4.13624	-4.01714	5.20583	-4.4457	7.94336	8.49713	3.01949	17.1586	-2.4897	4.84931	-5.41492	-5.78482	5.17118	-5.88494	8.74327	9.26015	3.06583	17.6314	-2.48517	4.61113	-5.66693	-5.43205	4.88589	-5.58015	8.12556	8.48553	3.38742	17.4822	-2.4875	4.74558	-1.76722	-3.24454	0.923183	-2.42297	8.13699	9.05252	3.30828	16.9348	-2.44997	4.76952	-3.783	-4.66641	5.36051	-5.39919	7.64265	8.41567	3.1878	17.6488	inf	-7.243929e+03	inf
4770	-2.44424	8.71513	8.00594	7.19947	4.92569	17.3189	0.686906	-5.80309	-4.34703	-5.52968	0.0921819	0.154099	0.606854	0.114365	1.50389	2.0024	2.23948	1.623	0.150919	0.0388311	0.431662	0.122676	8.26785	0.0761437	0.2357	  0.5	0.499824	0.499618	0.492097	0.498854	0.499976	-2.40979	4.64744	-4.31246	-4.76407	5.60827	-5.7581	8.08722	8.32666	3.0542	17.9761	-2.43766	4.72341	-4.82295	-5.31712	6.18648	-5.2156	8.03204	8.52085	3.15756	17.1845	-2.49203	4.81315	-1.39974	-1.71806	5.85417	-1.36382	7.94838	8.96497	3.07041	18.4156	-2.41377	4.42267	-5.4838	-5.94559	4.88412	-5.17187	8.20531	8.81598	3.2225	18.177	-2.45697	4.84145	-5.54874	-3.57764	0.703116	-5.9647	8.36703	6.50369	3.43674	18.0909	-2.47875	4.55859	-4.59169	-4.83208	4.84218	-5.2335	8.0735	8.54349	3.19207	18.2991	-2.45508	4.62607	-5.87648	-5.03677	4.61616	-4.87482	8.33558	8.98706	3.09281	17.3809	-2.47548	4.79983	-3.85951	-4.4287	5.18342	-3.98713	8.25992	8.8259	3.01949	16.9577	-2.40548	4.66731	-5.35119	-5.28902	5.17118	-5.70982	8.64445	9.24013	3.0126	17.5622	-2.42899	4.43688	-4.886	-5.09023	4.95222	-5.7359	8.38765	9.04255	3.2112	17.6229	-2.4875	5.08956	-1.9068	-5.29264	1.06697	-2.19947	8.31402	9.12519	3.07627	17.8429	-2.46817	4.86151	-5.86401	-5.67602	5.68224	-5.39037	8.02171	8.70805	3.19362	17.7226	inf	-7.242207e+03	inf
4780	-2.34962	8.8101	8.35109	4.08074	4.39495	17.3189	0.686906	-4.2778	-4.53521	-5.76178	0.143662	0.127918	0.444976	0.135415	4.27135	1.05589	2.57211	1.17709	0.0747601	0.0936254	0.569173	0.150234	1.79207	0.0761437	0.134672	0.499961	0.499993	0.499695	0.496312	0.499961	0.499498	-2.46644	4.5914	-5.08799	-5.47124	4.22088	-5.6801	8.07037	8.25666	3.0542	17.9723	-2.49383	4.87921	-5.99241	-5.75768	5.91539	-5.89008	7.83148	8.28025	3.12102	18.5061	-2.49203	4.75886	-1.39936	-1.68937	5.8308	-1.57036	7.78876	8.89661	3.0036	18.4156	-2.4639	5.12758	-5.45703	-5.86914	5.37641	-5.93348	8.21624	8.77657	3.2225	17.7621	-2.4853	5.03907	-4.74778	-5.05746	1.99423	-5.87341	8.36052	5.69529	3.49747	17.8357	-2.45756	4.33355	-4.06633	-5.95758	4.68867	-5.23212	8.18318	8.67204	3.12209	17.8539	-2.43073	4.92516	-3.91031	-5.67921	3.92292	-3.96561	8.43739	8.98706	3.09281	17.5846	-2.37086	4.51868	-3.42632	-4.12308	4.78364	-4.40761	8.30073	8.65282	3.5593	17.8071	-2.4421	4.28947	-5.72443	-4.86588	4.93341	-5.45237	8.70489	9.37317	3.04656	17.6626	-2.41909	4.62545	-5.12505	-5.85457	4.82063	-5.64063	8.36907	8.83423	3.10917	17.248	-2.48963	4.97661	-2.22623	-5.9392	1.40722	-2.28463	8.23426	9.12519	3.16503	17.2782	-2.47758	4.34004	-5.91706	-5.44879	5.11432	-5.37022	8.02262	8.87806	3.00697	17.181	inf	-7.230498e+03	inf
4790	-2.31624	10.2326	8.84183	4.08803	4.89574	17.1945	0.686906	-3.73469	-5.4195	-4.9989	0.0618878	0.10245	0.255379	0.170368	0.991054	1.59015	2.26295	0.854016	0.145013	0.173939	0.946869	0.161106	3.0025	0.0761437	0.181272	0.499755	0.499621	0.49954	0.499972	0.496173	0.498122	-2.46825	4.80751	-5.41067	-4.16826	4.08453	-5.00605	8.00357	9.3847	3.0542	17.7938	-2.28404	5.06142	-5.77891	-5.72472	5.89738	-5.69973	8.03057	8.53164	3.13903	16.7388	-2.47657	4.7004	-1.45747	-1.7282	5.65097	-1.44846	7.91735	8.88662	3.13861	17.9814	-2.48496	5.24007	-5.29149	-5.53554	5.50152	-5.85015	8.05782	8.49186	3.5386	17.8488	-2.47231	5.18609	-4.82292	-3.21531	0.1899	-1.28463	8.73907	5.98976	3.06718	16.4168	-2.45184	4.32401	-5.75454	-5.99088	4.77688	-5.86608	8.07029	8.61768	3.40071	17.8879	-2.40222	4.5514	-3.6905	-4.57962	4.69044	-4.95212	8.40709	9.04027	3.09281	17.6948	-2.44642	4.36186	-3.85143	-4.12666	4.71951	-4.61396	8.14683	8.44168	3.10981	17.0165	-2.48613	4.25706	-4.10723	-5.12148	4.97426	-5.36077	8.17515	8.72254	3.50254	17.2314	-2.36334	4.51599	-5.24666	-5.94163	5.06995	-5.76509	8.2689	8.54641	3.19178	17.1275	-2.45495	5.26746	-2.19019	-2.7415	1.68646	-2.17377	8.12534	8.98077	3.23714	17.5751	-2.46503	4.53098	-4.00841	-5.35805	5.2362	-5.73785	8.2577	9.00572	3.26453	17.2457	inf	-7.244209e+03	inf
4800	-2.00386	9.42563	8.17418	4.33881	4.96136	17.2687	0.686906	-5.3589	-5.70661	-4.45737	0.879823	0.10245	0.526954	0.101959	1.86907	2.23779	1.08717	0.0649385	0.0967531	0.125942	1.30188	0.161106	1.99709	0.0761437	0.349693	0.499598	0.49981	0.498253	0.493926	0.498588	0.498204	-2.47459	5.12495	-4.86044	-5.51801	3.58534	-5.41439	8.15224	9.22309	3.0542	17.2261	-2.4406	4.39901	-5.639	-5.01533	5.41802	-5.68355	7.92103	8.30058	3.20657	17.22	-2.48382	4.79098	-1.72553	-1.6735	5.77736	-1.44846	7.67602	8.66018	3.13861	17.4445	-2.47934	5.47755	-5.42332	-5.39581	5.87732	-5.7294	7.9711	8.47536	3.03714	17.7908	-2.47151	5.47516	-4.90809	-4.72409	1.31131	-5.88624	8.61279	 6.25	3.02757	17.846	-2.46178	4.30446	-5.84238	-5.89815	4.7738	-5.84273	8.2231	8.47456	3.1131	16.335	-2.4619	4.56935	-4.72759	-5.76212	4.39621	-4.69687	7.9674	8.64942	3.09281	18.1102	-2.45317	4.39946	-3.94434	-4.7776	4.79205	-4.49478	7.87047	8.48793	3.34543	17.2416	-2.39404	4.62175	-5.55618	-5.43637	5.35947	-4.93947	 8.16	8.80977	3.06331	17.7222	-2.38045	4.74843	-5.47538	-5.69248	5.03369	-4.18555	7.85772	8.2221	3.24024	18.4856	-2.43466	4.26344	-2.04293	-4.40498	 0.21	-2.15129	8.04065	9.03527	3.2428	18.8079	-2.43402	4.53098	-5.24065	-5.60481	5.37117	-4.341	8.29162	9.02254	3.43429	18.3855	inf	-7.253812e+03	inf
4810	-2.30435	9.47074	7.6192	3.53157	4.42987	17.5615	0.686906	-5.63882	-5.67244	-5.33653	0.151196	0.0923615	0.687751	0.173072	1.86907	0.908503	5.18833	0.14232	0.151944	0.0994365	0.783579	0.110224	4.1219	0.0761437	0.283196	0.499698	0.499562	0.499981	0.495017	0.498186	0.498142	-2.41963	4.47975	-4.86128	-5.3195	5.25355	-5.80303	7.75484	7.7826	3.0542	17.3343	-2.33685	4.66997	-5.6719	-5.30414	6.13515	-5.70047	7.67654	8.48008	3.21797	17.0571	-2.47482	4.58538	-1.43065	-1.8353	5.73473	-1.46256	7.75277	8.86168	3.09683	17.767	-2.49046	5.31709	-5.52648	-5.6393	5.86925	-5.10281	8.04093	8.78426	3.03714	17.3011	-2.48058	5.02904	-4.86753	-5.68063	1.14889	-5.24585	8.66045	5.87945	3.10173	18.1301	-2.46253	4.46509	-5.20154	-5.80223	5.14218	-5.22749	7.76542	8.42882	3.03121	18.0315	-2.44027	4.46478	-5.44536	-5.69112	3.32149	-4.85989	7.6833	9.32954	3.09281	17.5483	-2.46514	4.28565	-3.98358	-4.55589	4.66441	-4.78235	7.83711	8.18187	3.03627	17.3429	-2.4579	4.84156	-5.72761	-4.89643	5.38472	-5.68509	7.9189	8.54356	3.12467	17.5969	-2.44384	4.63571	-5.78923	-5.87947	4.78639	-5.57867	7.82598	8.09512	3.24024	18.0842	-2.46173	4.49097	-2.12802	-5.89646	1.32319	-2.02647	8.24286	9.19694	3.17538	16.9046	-2.48042	4.94721	-5.26914	-5.82275	5.36206	-4.76883	8.12435	8.80732	3.21162	18.6404	inf	-7.239522e+03	inf
4820	-2.43617	8.21486	8.05804	8.19621	4.69322	17.1336	0.686906	-4.28275	-5.82076	-5.78065	0.688702	0.101243	0.524968	0.0846454	5.27241	0.960726	2.5315	0.0755005	0.247885	0.0548704	1.109	0.172676	11.2793	0.0761437	0.20917	0.499972	0.499876	0.499809	0.498627	0.498193	0.499524	-2.24298	4.2469	-5.86023	-5.49176	4.26171	-4.66326	7.77416	8.10373	3.0542	16.8796	-2.43853	4.95172	-5.43165	-5.1576	6.07388	-5.29144	8.00083	8.48008	3.23306	16.9683	-2.40036	4.51791	-1.61577	-1.71863	5.54052	-1.34435	7.82657	8.85177	3.14576	17.3723	-2.43914	5.28189	-5.54497	-5.3728	5.63889	-5.77596	7.93393	8.49545	3.09705	17.1865	-2.47869	4.41137	-5.55808	-5.20628	0.626517	-3.74597	7.8083	4.96186	3.24856	16.8776	-2.47197	4.83536	-5.57936	-5.70801	5.15889	-5.79156	8.02616	8.63462	3.00151	16.0809	-2.47165	4.68752	-4.92376	-5.19028	5.45006	-5.44818	8.02414	9.04465	3.09281	18.022	-2.46447	4.25855	-3.95241	-4.74034	4.7825	-4.31021	8.2912	8.49133	3.03881	18.7103	-2.42819	4.24622	-5.62762	-5.56583	4.9128	-5.8617	7.92594	8.48585	3.28493	17.2631	-2.3833	4.50281	-5.61138	-5.47839	4.79358	-4.92477	7.76091	8.20364	3.24024	18.5605	-2.42507	4.61305	-1.95034	-5.47294	0.0716443	-2.31599	8.19883	9.07532	3.11673	18.1413	-2.46883	4.97533	-5.52926	-5.35999	 5.63	-5.80975	8.37659	9.16459	3.32459	17.4141	inf	-7.236801e+03	inf
